No. of Pixels,Height,Width,Optimization Success,Result,Execution Time,Layers,Min-Cut Cost,Optimization Cost,Iterations,Optimizer Method
4,2,2,True,1010,41.181269,3,0.77,2.6161,621,SLSQP
4,2,2,True,1110,102.168768,4,1.35,0.944,1519,SLSQP
4,2,2,True,0111,129.150147,5,-0.51,-1.4993,1899,SLSQP
16,4,4,True,1111111111111111,4.35031,1,0.0,100000.0,51,COBYLA
16,4,4,True,1111111111110110,8.246803,2,-1.97,-13.5613,96,COBYLA
16,4,4,True,1111001000010010,10.384666,3,1.49,-6.4543,121,COBYLA
16,4,4,True,0011111101110000,19.082754,4,-0.23,-8.5829,225,COBYLA
16,4,4,True,1111111101111010,22.203683,5,-2.04,-15.2628,257,COBYLA
16,4,4,True,1111111111111111,14.45445,1,0.0,-10.08,170,Powell
16,4,4,True,1111111111111111,189.126602,2,0.0,-10.1089,2238,Powell
16,4,4,True,1111011111111111,131.484401,3,0.12,-12.6486,1552,Powell
16,4,4,True,1111001000101001,95.563192,4,-2.23,-10.6518,1120,Powell
16,4,4,True,1111001100110110,201.768297,5,-1.92,-13.9317,2344,Powell
16,4,4,False,0000000000000000,0.524314,1,0.0,0.0,6,CG
16,4,4,False,1111111100000000,16.723113,2,2.15,-2.1613,199,CG
16,4,4,False,1111000010100000,35.404867,3,1.11,-2.4373,412,CG
16,4,4,False,0100101110111000,35.509959,4,2.49,1.9213,411,CG
16,4,4,False,1110011110111010,86.44827,5,1.46,-2.7834,999,CG
16,4,4,False,0000000000000000,0.589061,1,0.0,0.0,6,BFGS
16,4,4,False,1111111100000000,30.683123,2,2.15,-2.7779,362,BFGS
16,4,4,False,1111000010100000,58.500314,3,1.11,-2.5022,678,BFGS
16,4,4,False,0100101110111000,31.717183,4,2.49,2.0734,369,BFGS
16,4,4,False,1110011110111000,43.91616,5,1.29,-2.8296,506,BFGS
16,4,4,False,0000000000000000,0.519136,1,0.0,0.0,6,L-BFGS-B
16,4,4,True,1111111100000000,15.864082,2,2.15,-1.4617,187,L-BFGS-B
16,4,4,False,1111000010100000,28.964595,3,1.11,-2.242,336,L-BFGS-B
16,4,4,True,0100101110111000,56.069379,4,2.49,2.9037,651,L-BFGS-B
16,4,4,True,1110011110111000,47.519973,5,1.29,-2.6163,546,L-BFGS-B
16,4,4,False,0000000000000000,0.513063,1,0.0,0.0,6,SLSQP
16,4,4,True,1111100010001111,5.481775,2,1.66,-0.5113,64,SLSQP
16,4,4,True,0000000011111010,172.050236,3,1.3,2.4082,2021,SLSQP
16,4,4,True,1111000000000001,88.616817,4,0.24,-5.9534,1028,SLSQP
16,4,4,True,1100011101000110,81.083442,5,5.29,1.0818,931,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.391091,1,0.0,0.0,43,COBYLA
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,8.866564,2,0.0,0.0,85,COBYLA
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,31.649986,3,0.0,-102.5943,298,COBYLA
64,8,8,True,1111110111011100111100001111000011111100100100001111111111111111,31.767223,4,10.42,-33.4943,301,COBYLA
64,8,8,True,0110100111111000010110100111100111111111111111110011111110000111,40.166636,5,12.2,-46.1672,375,COBYLA
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.292493,1,0.0,0.0,22,Powell
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.510286,2,0.0,0.0,43,Powell
64,8,8,True,1111111111111111111111111111111111111111110111111000110011101111,59.9668,3,6.73,-79.4183,576,Powell
64,8,8,True,1100110111011000110011110011111101111111011100111111111111111111,204.980428,4,6.01,-47.2054,1931,Powell
64,8,8,True,1111111011111111111111111111111111111111111111111111111111111111,454.8507,5,-0.55,-95.8206,4251,Powell
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.816249,1,0.0,0.0,8,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.633215,2,0.0,0.0,15,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.283176,3,0.0,0.0,22,CG
64,8,8,False,0110010110101101011100001100000000000001000000000000000000010000,82.343847,4,16.33,10.639,792,CG
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,88.258131,5,17.4,-19.9998,835,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.833219,1,0.0,0.0,8,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.60077,2,0.0,0.0,15,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.268478,3,0.0,0.0,22,BFGS
64,8,8,False,0000010110111101011100001100000000000001000000000000000000010000,115.49997,4,13.43,10.9912,1115,BFGS
64,8,8,False,0010001000000010001011000010000011111110011111110111111101101010,115.147733,5,16.74,-20.1265,1092,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.833136,1,0.0,0.0,8,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.615112,2,0.0,0.0,15,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.299289,3,0.0,0.0,22,L-BFGS-B
64,8,8,False,0010010111101101011100001000000000000001000000000000000000010000,63.246471,4,15.07,12.2713,609,L-BFGS-B
64,8,8,False,0010001000000010001011000010000011111100011111110111111101101010,79.888341,5,16.44,100000.0,756,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.832691,1,0.0,0.0,8,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.581826,2,0.0,0.0,15,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.284564,3,0.0,0.0,22,SLSQP
64,8,8,True,1101110001010111111111111111100111111111010011111101111110101111,50.847407,4,16.89,-30.7609,487,SLSQP
64,8,8,True,1011000101110110110000011110000011100111001011110100001101000101,65.622247,5,20.31,-3.7698,622,SLSQP
