No. of Pixels,Height,Width,Optimization Success,Result,Execution Time,Layers,Min-Cut Cost,Optimization Cost,Iterations,Optimizer Method,Seed,Exact Min-Cut Value,Relative Error
64,8,8,True,0000000000000000000000000000000000000000000000000000000000000000,11.766564,2,0.0,5.6226,114,Powell,333,-10.5,1.0
64,8,8,True,1111111111111111111111111111111101111111011111111111111111111111,72.26684,3,2.57,100000.0,694,Powell,333,-10.5,1.2447619047619047
64,8,8,True,1001111111111111111111111111111111111111111111111111111111111111,208.050343,4,3.33,100000.0,1964,Powell,333,-10.5,1.3171428571428572
64,8,8,True,0000011111111111010001101011011110000011101111111111111111111111,310.119415,5,7.99,-54.8014,2572,Powell,333,-10.5,1.760952380952381
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.814134,1,0.0,0.0,8,CG,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.6198,2,0.0,0.0,15,CG,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.300087,3,0.0,0.0,22,CG,333,-10.5,1.0
64,8,8,False,0110010110101101011100001100000000000001000000000000000000010000,49.399929,4,13.78,8.513,476,CG,333,-10.5,2.3123809523809524
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,100.299883,5,16.97,-7.4318,948,CG,333,-10.5,2.616190476190476
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.814349,1,0.0,0.0,8,BFGS,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.577953,2,0.0,0.0,15,BFGS,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.316792,3,0.0,0.0,22,BFGS,333,-10.5,1.0
64,8,8,False,0110010110101101011100001100000000000001000000000000000000010000,88.238866,4,13.78,8.1895,852,BFGS,333,-10.5,2.3123809523809524
64,8,8,False,0010001000000010001011100010100011111110011111110111111101101010,120.283667,5,17.44,-7.546,1131,BFGS,333,-10.5,2.660952380952381
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.830639,1,0.0,0.0,8,L-BFGS-B,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.582709,2,0.0,0.0,15,L-BFGS-B,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.302216,3,0.0,0.0,22,L-BFGS-B,333,-10.5,1.0
64,8,8,True,0000010110101101011100001000000000000001000000000000000000010000,60.15365,4,13.01,8.7192,580,L-BFGS-B,333,-10.5,2.2390476190476187
64,8,8,True,0010001000000010001011000010000011111110011111110111111101101010,114.279107,5,18.9,100000.0,1080,L-BFGS-B,333,-10.5,2.8
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.832576,1,0.0,0.0,8,SLSQP,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.600516,2,0.0,0.0,15,SLSQP,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.295807,3,0.0,0.0,22,SLSQP,333,-10.5,1.0
64,8,8,True,1000111111000111111111111110111111111110010111001010101101111100,163.935557,4,12.97,-22.9781,1569,SLSQP,333,-10.5,2.235238095238095
64,8,8,True,1100111100001010111110010101101000100011011110010000111001101001,470.250539,5,23.36,-4.0072,4459,SLSQP,333,-10.5,3.2247619047619045
4,2,2,True,0000,2.165846,1,0.0,0.0,33,COBYLA,444,-1.2,1.0
4,2,2,True,1111,5.319847,2,0.0,-1.6782,80,COBYLA,444,-1.2,1.0
4,2,2,True,1100,8.180762,3,-1.2,-3.2387,106,COBYLA,444,-1.2,0.0
4,2,2,True,1100,9.348118,4,-1.2,-3.2235,139,COBYLA,444,-1.2,0.0
4,2,2,True,1100,10.848844,5,-1.2,-3.2398,159,COBYLA,444,-1.2,0.0
4,2,2,True,1111,9.06655,1,0.0,-1.68,139,Powell,444,-1.2,1.0
4,2,2,True,1111,16.518779,2,0.0,-1.68,250,Powell,444,-1.2,1.0
4,2,2,True,1100,34.529832,3,-1.2,-3.2336,445,Powell,444,-1.2,0.0
4,2,2,True,1100,56.137189,4,-1.2,-3.2394,831,Powell,444,-1.2,0.0
4,2,2,True,0011,71.31328,5,-1.2,-3.2398,1056,Powell,444,-1.2,0.0
4,2,2,False,0000,3.935542,1,0.0,0.0076,62,CG,444,-1.2,1.0
4,2,2,False,0111,15.271726,2,0.15,-0.5121,229,CG,444,-1.2,1.125
4,2,2,False,1011,20.003371,3,0.69,-0.0285,261,CG,444,-1.2,1.575
4,2,2,False,1100,22.001234,4,-1.2,-0.9599,324,CG,444,-1.2,0.0
4,2,2,False,1000,18.917835,5,0.15,1.0126,277,CG,444,-1.2,1.125
4,2,2,False,0000,5.9813,1,0.0,0.007,94,BFGS,444,-1.2,1.0
4,2,2,False,0111,14.935621,2,0.15,-0.5076,224,BFGS,444,-1.2,1.125
4,2,2,False,1011,17.754053,3,0.69,-0.0395,231,BFGS,444,-1.2,1.575
4,2,2,False,1100,26.350643,4,-1.2,-0.9881,389,BFGS,444,-1.2,0.0
4,2,2,False,1000,22.562603,5,0.15,0.9977,332,BFGS,444,-1.2,1.125
4,2,2,True,0000,6.889391,1,0.0,0.0083,108,L-BFGS-B,444,-1.2,1.0
4,2,2,True,0111,13.064171,2,0.15,-0.4856,196,L-BFGS-B,444,-1.2,1.125
4,2,2,False,1011,16.449618,3,0.69,-0.0322,210,L-BFGS-B,444,-1.2,1.575
4,2,2,False,1100,18.464445,4,-1.2,-0.9677,273,L-BFGS-B,444,-1.2,0.0
4,2,2,False,1000,22.928007,5,0.15,1.0173,336,L-BFGS-B,444,-1.2,1.125
4,2,2,True,0000,1.184073,1,0.0,100000.0,18,SLSQP,444,-1.2,1.0
4,2,2,True,0001,170.489406,2,0.69,-0.3815,596,SLSQP,444,-1.2,1.575
4,2,2,True,1100,37.821945,3,-1.2,-2.5193,561,SLSQP,444,-1.2,0.0
4,2,2,True,0111,90.029255,4,0.15,-0.8304,1335,SLSQP,444,-1.2,1.125
4,2,2,True,0011,130.27993,5,-1.2,-2.6315,1925,SLSQP,444,-1.2,0.0
16,4,4,True,1111111111111111,5.98608,1,0.0,100000.0,71,COBYLA,444,-2.19,1.0
16,4,4,True,1111111111111111,10.049612,2,0.0,-20.9162,118,COBYLA,444,-2.19,1.0
16,4,4,True,1111111011111111,17.431819,3,1.23,-18.0162,204,COBYLA,444,-2.19,1.5616438356164384
16,4,4,True,0011111111111111,18.933109,4,-1.04,-21.1996,219,COBYLA,444,-2.19,0.5251141552511416
16,4,4,True,0011111111111111,26.067316,5,-1.04,-19.6694,302,COBYLA,444,-2.19,0.5251141552511416
16,4,4,True,1111111111111111,3.900161,1,0.0,100000.0,46,Powell,444,-2.19,1.0
16,4,4,True,1111111111111111,38.498747,2,0.0,-20.8277,454,Powell,444,-2.19,1.0
16,4,4,True,1111000011111111,155.118727,3,0.17,-14.6343,1818,Powell,444,-2.19,1.0776255707762556
16,4,4,True,1111111111111111,306.703591,4,0.0,-20.6755,3602,Powell,444,-2.19,1.0
16,4,4,True,1111001111001111,72.764342,5,0.32,-12.907,841,Powell,444,-2.19,1.1461187214611872
16,4,4,False,0000000000000000,0.513797,1,0.0,0.0,6,CG,444,-2.19,1.0
16,4,4,False,1110111100000000,21.188652,2,2.68,-3.1944,250,CG,444,-2.19,2.223744292237443
16,4,4,False,1111000010100000,35.148506,3,2.08,-3.8287,412,CG,444,-2.19,1.9497716894977168
16,4,4,False,0100101110111100,36.763106,4,4.06,-1.8323,430,CG,444,-2.19,2.853881278538813
16,4,4,False,1110001110111010,63.701787,5,3.84,-1.922,740,CG,444,-2.19,2.7534246575342465
16,4,4,False,0000000000000000,0.500161,1,0.0,0.0,6,BFGS,444,-2.19,1.0
16,4,4,False,1110111100000000,9.40453,2,2.68,-2.8775,111,BFGS,444,-2.19,2.223744292237443
16,4,4,False,1111000010100000,31.116535,3,2.08,-3.8809,364,BFGS,444,-2.19,1.9497716894977168
16,4,4,False,0100101110111100,59.203578,4,4.06,-1.9233,692,BFGS,444,-2.19,2.853881278538813
16,4,4,False,1110011110111010,56.981923,5,5.89,-2.0213,662,BFGS,444,-2.19,3.6894977168949774
16,4,4,False,0000000000000000,0.516923,1,0.0,0.0,6,L-BFGS-B,444,-2.19,1.0
16,4,4,True,1111111100000000,17.680218,2,1.29,-0.6532,209,L-BFGS-B,444,-2.19,1.589041095890411
16,4,4,True,1111000010100000,32.678885,3,2.08,-3.6758,384,L-BFGS-B,444,-2.19,1.9497716894977168
16,4,4,True,0100101110111000,42.967138,4,3.86,-1.762,504,L-BFGS-B,444,-2.19,2.7625570776255706
16,4,4,True,1110011110111010,49.2195,5,5.89,-1.8594,572,L-BFGS-B,444,-2.19,3.6894977168949774
16,4,4,False,0000000000000000,0.49861,1,0.0,0.0,6,SLSQP,444,-2.19,1.0
16,4,4,True,0000000011111111,21.200747,2,1.29,-5.1904,252,SLSQP,444,-2.19,1.589041095890411
16,4,4,True,1111010100101010,94.58013,3,5.78,-1.9952,1117,SLSQP,444,-2.19,3.6392694063926943
16,4,4,True,1010000000011101,285.452521,4,5.35,3.3537,3349,SLSQP,444,-2.19,3.4429223744292234
16,4,4,True,0011010100110101,94.215661,5,5.16,0.5568,1093,SLSQP,444,-2.19,3.356164383561644
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.380155,1,0.0,0.0,43,COBYLA,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,8.836972,2,0.0,0.0,85,COBYLA,444,-8.69,1.0
64,8,8,True,1111111111111111111111111111111111111111111111111111111110101100,23.71578,3,3.87,-68.7497,227,COBYLA,444,-8.69,1.4453394706559264
64,8,8,True,1111111111111111110111110001001100000100111111011101111100010111,32.301128,4,12.19,-47.8809,308,COBYLA,444,-8.69,2.4027617951668585
64,8,8,True,1111111111111111111111111111111110000111111111111111111110111111,55.548614,5,-0.38,-95.3732,518,COBYLA,444,-8.69,0.956271576524741
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.236711,1,0.0,0.0,22,Powell,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.465997,2,0.0,0.0,43,Powell,444,-8.69,1.0
64,8,8,True,1111111111111111111111111111011111110111111111111111110101111111,79.401361,3,1.59,-69.0346,761,Powell,444,-8.69,1.1829689298043728
64,8,8,True,1111111111111111111111111111001111110110111111110111111111111111,253.965366,4,0.1,-88.9523,2409,Powell,444,-8.69,1.0115074798619101
64,8,8,True,1111111111111111111111111011111111110111111111110111111111111111,457.350497,5,-2.83,-103.3012,4279,Powell,444,-8.69,0.6743383199079401
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.816339,1,0.0,0.0,8,CG,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.633091,2,0.0,0.0,15,CG,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.29935,3,0.0,0.0,22,CG,444,-8.69,1.0
64,8,8,False,0100010110101101011100001100000000000001000000000000000000010000,94.830215,4,18.15,9.1833,912,CG,444,-8.69,3.0886075949367084
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,77.399977,5,21.42,-5.1654,732,CG,444,-8.69,3.464902186421174
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.814668,1,0.0,0.0,8,BFGS,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.598278,2,0.0,0.0,15,BFGS,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.334236,3,0.0,0.0,22,BFGS,444,-8.69,1.0
64,8,8,False,0110010110101101011100001100000000000001000000000000000000010000,49.202653,4,17.5,8.8036,475,BFGS,444,-8.69,3.013808975834292
64,8,8,False,0010001000000010001011000010000011111110011111110111111101101010,119.499731,5,18.21,-4.8649,1130,BFGS,444,-8.69,3.095512082853855
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.832932,1,0.0,0.0,8,L-BFGS-B,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.600983,2,0.0,0.0,15,L-BFGS-B,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.314338,3,0.0,0.0,22,L-BFGS-B,444,-8.69,1.0
64,8,8,True,0100010110101101011100001100000000000001000000000000000000010000,87.770045,4,18.15,9.4887,841,L-BFGS-B,444,-8.69,3.0886075949367084
64,8,8,False,0010001000000010001011000010000011111110011111110111111101101010,83.609733,5,18.21,-2.8094,756,L-BFGS-B,444,-8.69,3.095512082853855
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.024291,1,0.0,0.0,8,SLSQP,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.783562,2,0.0,0.0,15,SLSQP,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.647974,3,0.0,0.0,22,SLSQP,444,-8.69,1.0
64,8,8,True,0000010011111110111101000000111010000111111111111100010000001110,8.4515,4,14.22,100000.0,79,SLSQP,444,-8.69,2.6363636363636367
64,8,8,True,1010001001000101000110110010110110001101111100111111000010111000,15.083713,5,26.96,100000.0,139,SLSQP,444,-8.69,4.102416570771001
4,2,2,True,0000,2.64567,1,0.0,0.309,39,COBYLA,555,-1.86,1.0
4,2,2,True,0100,5.604147,2,-1.86,-1.4093,81,COBYLA,555,-1.86,0.0
4,2,2,True,1011,7.934246,3,-1.86,-5.5245,102,COBYLA,555,-1.86,0.0
4,2,2,True,1011,10.463885,4,-1.86,-5.2603,157,COBYLA,555,-1.86,0.0
4,2,2,True,1011,11.840113,5,-1.86,-5.6427,177,COBYLA,555,-1.86,0.0
4,2,2,True,1111,8.246788,1,0.0,-0.08,126,Powell,555,-1.86,1.0
4,2,2,True,0011,20.669344,2,0.12,-2.1144,317,Powell,555,-1.86,1.064516129032258
4,2,2,True,1011,60.048202,3,-1.86,-5.6584,780,Powell,555,-1.86,0.0
4,2,2,True,1011,79.239231,4,-1.86,-5.6542,1135,Powell,555,-1.86,0.0
4,2,2,True,1011,95.853005,5,-1.86,-5.6587,1387,Powell,555,-1.86,0.0
4,2,2,False,0000,5.432395,1,0.0,-0.0097,86,CG,555,-1.86,1.0
4,2,2,False,0111,12.139496,2,0.0,0.3763,180,CG,555,-1.86,1.0
4,2,2,False,1011,19.542506,3,-1.86,-1.4445,252,CG,555,-1.86,0.0
4,2,2,False,1100,23.761803,4,0.12,0.6089,350,CG,555,-1.86,1.064516129032258
4,2,2,False,1000,19.196371,5,0.0,-0.597,284,CG,555,-1.86,1.0
4,2,2,False,0000,6.852725,1,0.0,-0.0105,108,BFGS,555,-1.86,1.0
4,2,2,False,0111,12.241778,2,0.0,0.3475,186,BFGS,555,-1.86,1.0
4,2,2,False,1011,19.677395,3,-1.86,-1.4502,252,BFGS,555,-1.86,0.0
4,2,2,False,1100,21.093072,4,0.12,0.6098,311,BFGS,555,-1.86,1.064516129032258
4,2,2,False,1000,31.087921,5,0.0,-0.5883,452,BFGS,555,-1.86,1.0
4,2,2,True,0000,4.947136,1,0.0,-0.0093,76,L-BFGS-B,555,-1.86,1.0
4,2,2,True,0111,11.444927,2,0.0,0.4136,168,L-BFGS-B,555,-1.86,1.0
4,2,2,True,1011,20.894448,3,-1.86,-1.3739,260,L-BFGS-B,555,-1.86,0.0
4,2,2,True,1100,71.661169,4,0.12,0.6148,364,L-BFGS-B,555,-1.86,1.064516129032258
4,2,2,False,1000,73.896774,5,0.0,-0.5865,336,L-BFGS-B,555,-1.86,1.0
4,2,2,True,1111,42.00426,1,0.0,-0.0784,197,SLSQP,555,-1.86,1.0
4,2,2,True,0000,281.932209,2,0.0,0.0181,443,SLSQP,555,-1.86,1.0
4,2,2,True,1001,182.187029,3,0.04,0.7483,841,SLSQP,555,-1.86,1.021505376344086
4,2,2,True,0110,264.835285,4,0.04,0.0137,1220,SLSQP,555,-1.86,1.021505376344086
4,2,2,True,1011,452.255338,5,-1.86,-3.5633,2081,SLSQP,555,-1.86,0.0
16,4,4,True,1111111111111111,15.947264,1,0.0,-15.4994,62,COBYLA,555,-2.56,1.0
16,4,4,True,1111111111111111,30.318057,2,0.0,-14.3913,114,COBYLA,555,-2.56,1.0
16,4,4,True,1111111011111111,43.302628,3,0.74,-13.0412,163,COBYLA,555,-2.56,1.2890625
16,4,4,True,1111110111110011,60.065467,4,0.71,-13.5112,224,COBYLA,555,-2.56,1.27734375
16,4,4,True,0011110111110111,90.476361,5,-0.18,-17.4619,338,COBYLA,555,-2.56,0.9296874999999999
16,4,4,True,1111111111111111,14.497158,1,0.0,100000.0,56,Powell,555,-2.56,1.0
16,4,4,True,1011111111111111,142.397485,2,-0.53,-15.5665,538,Powell,555,-2.56,0.7929687500000001
16,4,4,True,1111111111111111,124.532615,3,0.0,-12.3474,475,Powell,555,-2.56,1.0
16,4,4,True,1111110111111111,582.295378,4,-0.68,-17.0395,2179,Powell,555,-2.56,0.7343749999999999
16,4,4,True,1011111111110111,934.792855,5,-0.88,-16.8967,3468,Powell,555,-2.56,0.65625
16,4,4,False,0000000000000000,1.56906,1,0.0,0.0,6,CG,555,-2.56,1.0
16,4,4,False,1111111100000000,58.501743,2,1.54,-0.4157,221,CG,555,-2.56,1.6015624999999998
16,4,4,False,1111000010100000,109.282819,3,6.55,4.4451,411,CG,555,-2.56,3.5585937499999996
16,4,4,False,0100101110111000,89.94449,4,2.67,-0.8002,516,CG,555,-2.56,2.04296875
16,4,4,False,1110011110111010,62.985564,5,6.8,1.3039,740,CG,555,-2.56,3.6562499999999996
16,4,4,False,0000000000000000,0.514518,1,0.0,0.0,6,BFGS,555,-2.56,1.0
16,4,4,False,1111111100000000,29.931664,2,1.54,-0.4769,355,BFGS,555,-2.56,1.6015624999999998
16,4,4,False,1111000010100000,47.236143,3,6.55,4.4164,558,BFGS,555,-2.56,3.5585937499999996
16,4,4,False,0100101110111000,65.729973,4,2.67,-0.7165,777,BFGS,555,-2.56,2.04296875
16,4,4,False,1110011110111000,83.986442,5,5.25,1.2793,980,BFGS,555,-2.56,3.05078125
16,4,4,False,0000000000000000,0.533059,1,0.0,0.0,6,L-BFGS-B,555,-2.56,1.0
16,4,4,True,1111111100000000,27.883026,2,1.54,0.2678,330,L-BFGS-B,555,-2.56,1.6015624999999998
16,4,4,True,1111000010100000,32.717316,3,6.55,4.5908,384,L-BFGS-B,555,-2.56,3.5585937499999996
16,4,4,True,0100101110111000,51.983125,4,2.67,-0.1246,609,L-BFGS-B,555,-2.56,2.04296875
16,4,4,True,1110001110111010,56.049877,5,6.2,1.5567,650,L-BFGS-B,555,-2.56,3.421875
16,4,4,False,0000000000000000,0.533708,1,0.0,0.0,6,SLSQP,555,-2.56,1.0
16,4,4,True,1111111111111111,10.066405,2,0.0,-15.1449,118,SLSQP,555,-2.56,1.0
16,4,4,True,1111110111111111,25.500103,3,-0.68,-15.0013,301,SLSQP,555,-2.56,0.7343749999999999
16,4,4,True,0000011000100101,32.300102,4,6.0,4.2757,378,SLSQP,555,-2.56,3.34375
16,4,4,True,0000111000010100,358.569203,5,5.7,3.9536,4177,SLSQP,555,-2.56,3.2265625
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.514396,1,0.0,0.0,43,COBYLA,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,8.838363,2,0.0,0.0,85,COBYLA,555,-7.03,1.0
64,8,8,True,1111101111111111111111111111111111111111111111111111111110111111,16.280698,3,0.44,-58.0931,156,COBYLA,555,-7.03,1.062588904694168
64,8,8,True,0111110111111111111111111011000000000000000000001000001000100000,27.56426,4,12.16,-21.2818,265,COBYLA,555,-7.03,2.72972972972973
64,8,8,True,0000111001111010000111001111100111111111111111111111111101111010,45.601041,5,5.11,-69.3102,432,COBYLA,555,-7.03,1.7268847795163584
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.282375,1,0.0,0.0,22,Powell,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.477244,2,0.0,0.0,43,Powell,555,-7.03,1.0
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,136.440021,3,0.0,-99.2102,1294,Powell,555,-7.03,1.0
64,8,8,True,1110111111001111111111111111111111110011111100110000110000000000,307.26772,4,12.42,-48.3209,2886,Powell,555,-7.03,2.766714082503556
64,8,8,True,1111111011111111110111101111111111111111111111111111111111111111,538.947649,5,3.59,-80.6541,5029,Powell,555,-7.03,1.5106685633001424
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.816916,1,0.0,0.0,8,CG,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.65258,2,0.0,0.0,15,CG,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.297603,3,0.0,0.0,22,CG,555,-7.03,1.0
64,8,8,False,0100010110101101011100001100000000000001000000000000000000010000,115.350386,4,15.14,8.7275,1112,CG,555,-7.03,3.1536273115220483
64,8,8,False,0010000000000010001011000010000011111110011111110111111101101010,96.367225,5,10.8,-24.3103,911,CG,555,-7.03,2.536273115220484
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.831167,1,0.0,0.0,8,BFGS,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.621102,2,0.0,0.0,15,BFGS,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.281189,3,0.0,0.0,22,BFGS,555,-7.03,1.0
64,8,8,False,0000010111001101011100001100000000000001000000000000000000010000,97.399637,4,13.97,8.5863,940,BFGS,555,-7.03,2.987197724039829
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,119.181515,5,10.3,-24.383,1128,BFGS,555,-7.03,2.465149359886202
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.83348,1,0.0,0.0,8,L-BFGS-B,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.633584,2,0.0,0.0,15,L-BFGS-B,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.318205,3,0.0,0.0,22,L-BFGS-B,555,-7.03,1.0
64,8,8,False,0110010110101101011100001000000000000001000000000000000000010000,63.081419,4,16.71,9.9213,609,L-BFGS-B,555,-7.03,3.3769559032716927
64,8,8,False,0010001000000010001011000010000011111110011111110111111101101010,79.883375,5,9.18,100000.0,756,L-BFGS-B,555,-7.03,2.3058321479374113
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.833296,1,0.0,0.0,8,SLSQP,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.599785,2,0.0,0.0,15,SLSQP,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.3026,3,0.0,0.0,22,SLSQP,555,-7.03,1.0
64,8,8,True,1001111100110111100000000100000001001001001101100111111111111110,7.100292,4,16.42,100000.0,68,SLSQP,555,-7.03,3.3357041251778097
64,8,8,True,0110110011100010011111011111111111001111001110001111110111111101,243.64771,5,20.28,-17.1065,2316,SLSQP,555,-7.03,3.884779516358464
