No. of Pixels,Height,Width,Optimization Success,Result,Execution Time,Layers,Min-Cut Cost,Optimization Cost,Iterations,Optimizer Method,Seed,Exact Min-Cut Value,Relative Error
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,11.579512,3,0.0,0.0,22,CG,333,-10.5,1.0
64,8,8,False,0100010110101101011100001100000000000001000000000000000000010000,26.299479,4,13.69,12.08,244,CG,333,-10.5,2.3038095238095235
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,212.684098,5,16.97,16.97,1092,CG,333,-10.5,2.616190476190476
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.579158,1,0.0,0.0,8,BFGS,333,-10.5,1.0
64,8,8,False,1111111111111001111111111111111111111111111111111111111111111111,46.067232,2,5.25,5.25,312,BFGS,333,-10.5,1.5
64,8,8,False,0000000011000100011100110000111111111110111111111011110011110000,66.146674,3,11.81,10.01,452,BFGS,333,-10.5,2.124761904761905
64,8,8,False,1010001101100011011000001110001011111110111111100000000000000000,76.835272,4,11.18,10.62,719,BFGS,333,-10.5,2.064761904761905
64,8,8,False,1100100101010011100100101111110111110101011000111001110000000000,138.745972,5,23.12,22.84,948,BFGS,333,-10.5,3.2019047619047623
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.144507,1,0.0,0.0,8,L-BFGS-B,333,-10.5,1.0
64,8,8,False,1111111111111111111111111111111111111111111111111111111111111111,66.467856,2,0.0,100000.0,315,L-BFGS-B,333,-10.5,1.0
64,8,8,True,0000000000000000001000000000000011111111110110111111011111111111,40.599338,3,3.53,4.06,286,L-BFGS-B,333,-10.5,1.3361904761904762
64,8,8,False,1111101111111111110111100101010011011010001100001010000010100101,65.00047,4,16.96,20.42,609,L-BFGS-B,333,-10.5,2.6152380952380954
64,8,8,True,1101001110110001000010100110110011111111011000110100000000000100,103.052393,5,11.48,15.2,612,L-BFGS-B,333,-10.5,2.0933333333333333
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.136319,1,0.0,0.0,8,SLSQP,333,-10.5,1.0
64,8,8,True,1111111111111111111111111111111100001000111111111111111111111111,8.421866,2,3.19,100000.0,40,SLSQP,333,-10.5,1.3038095238095238
64,8,8,True,1010111111111111010000000000000010000010111010111111111100010000,21.68814,3,14.86,100000.0,150,SLSQP,333,-10.5,2.415238095238095
64,8,8,True,0100000011000000110011110111001110110100000001000011000000111111,155.23411,4,9.38,9.38,1069,SLSQP,333,-10.5,1.8933333333333335
64,8,8,True,0000011000000011001100000011110100001000001000110111001111111010,115.128711,5,16.85,16.85,784,SLSQP,333,-10.5,2.604761904761905
4,2,2,True,0000,1.338599,1,0.0,0.0,19,COBYLA,444,-1.2,1.0
4,2,2,True,0000,2.632493,2,0.0,0.0,39,COBYLA,444,-1.2,1.0
4,2,2,True,0011,3.996019,3,-1.2,-1.2,58,COBYLA,444,-1.2,0.0
4,2,2,True,1100,5.776525,4,-1.2,-1.2,82,COBYLA,444,-1.2,0.0
4,2,2,True,1100,6.36028,5,-1.2,-1.2,92,COBYLA,444,-1.2,0.0
4,2,2,True,0000,0.671501,1,0.0,0.0,10,Powell,444,-1.2,1.0
4,2,2,True,0011,2.75686,2,-1.2,-1.2,38,Powell,444,-1.2,0.0
4,2,2,True,0011,7.620811,3,-1.2,-1.2,113,Powell,444,-1.2,0.0
4,2,2,True,1100,85.215342,4,-1.2,-1.2,372,Powell,444,-1.2,0.0
4,2,2,True,1100,34.715548,5,-1.2,-1.2,500,Powell,444,-1.2,0.0
4,2,2,True,1111,0.279375,1,0.0,0.0,4,CG,444,-1.2,1.0
4,2,2,True,0000,0.47655,2,0.0,0.0,7,CG,444,-1.2,1.0
4,2,2,True,0011,0.758478,3,-1.2,-1.2,10,CG,444,-1.2,0.0
4,2,2,True,1101,0.846686,4,0.15,0.15,13,CG,444,-1.2,1.125
4,2,2,True,1100,1.06931,5,-1.2,-1.2,16,CG,444,-1.2,0.0
4,2,2,True,0000,0.268452,1,0.0,0.0,4,BFGS,444,-1.2,1.0
4,2,2,True,1100,0.475582,2,-1.2,-1.2,7,BFGS,444,-1.2,0.0
4,2,2,True,0011,0.657939,3,-1.2,-1.2,10,BFGS,444,-1.2,0.0
4,2,2,True,0100,0.853247,4,0.69,0.69,13,BFGS,444,-1.2,1.575
4,2,2,True,1100,1.086844,5,-1.2,-1.2,16,BFGS,444,-1.2,0.0
4,2,2,True,1111,0.280335,1,0.0,0.0,4,L-BFGS-B,444,-1.2,1.0
4,2,2,True,1100,0.47423,2,-1.2,-1.2,7,L-BFGS-B,444,-1.2,0.0
4,2,2,True,0011,0.672656,3,-1.2,-1.2,10,L-BFGS-B,444,-1.2,0.0
4,2,2,True,0001,0.882452,4,0.69,0.69,13,L-BFGS-B,444,-1.2,1.575
4,2,2,True,1100,1.067561,5,-1.2,-1.2,16,L-BFGS-B,444,-1.2,0.0
4,2,2,True,1111,0.286976,1,0.0,0.0,4,SLSQP,444,-1.2,1.0
4,2,2,True,0011,0.475885,2,-1.2,-1.2,7,SLSQP,444,-1.2,0.0
4,2,2,True,0011,0.626869,3,-1.2,-1.2,10,SLSQP,444,-1.2,0.0
4,2,2,True,0010,0.864735,4,0.15,0.15,13,SLSQP,444,-1.2,1.125
4,2,2,True,1100,1.056076,5,-1.2,-1.2,16,SLSQP,444,-1.2,0.0
16,4,4,True,0000000000000000,6.252271,1,0.0,0.0,32,COBYLA,444,-2.19,1.0
16,4,4,True,0000000000000000,23.141893,2,0.0,0.0,62,COBYLA,444,-2.19,1.0
16,4,4,True,1111001100000000,9.156974,3,-1.61,-1.61,110,COBYLA,444,-2.19,0.26484018264840176
16,4,4,True,1111111111001000,26.905141,4,-1.07,-1.07,138,COBYLA,444,-2.19,0.5114155251141552
16,4,4,True,1111001100000000,15.786219,5,-1.61,-1.61,183,COBYLA,444,-2.19,0.26484018264840176
16,4,4,True,0000000000000000,7.699739,1,0.0,0.0,42,Powell,444,-2.19,1.0
16,4,4,True,1111001100000000,95.036445,2,-1.61,-1.0,1130,Powell,444,-2.19,0.26484018264840176
16,4,4,True,1111001100000000,54.75908,3,-1.61,-1.61,636,Powell,444,-2.19,0.26484018264840176
16,4,4,True,0000111111001000,112.037755,4,-2.19,-0.06,1283,Powell,444,-2.19,0.0
16,4,4,True,0000110011111111,235.188387,5,-1.61,2.06,2678,Powell,444,-2.19,0.26484018264840176
16,4,4,True,0000000000000000,0.50638,1,0.0,0.0,6,CG,444,-2.19,1.0
16,4,4,True,1111000011110000,0.970285,2,1.51,1.51,11,CG,444,-2.19,1.6894977168949772
16,4,4,False,0000000001010110,32.362351,3,4.16,4.77,380,CG,444,-2.19,2.8995433789954337
16,4,4,False,1000000010110001,46.363347,4,3.05,3.05,537,CG,444,-2.19,2.3926940639269407
16,4,4,False,0010101100010111,63.897061,5,4.9,4.9,714,CG,444,-2.19,3.2374429223744294
16,4,4,True,1111111111111111,0.497963,1,0.0,0.0,6,BFGS,444,-2.19,1.0
16,4,4,False,1111111111111111,16.122109,2,0.0,0.0,188,BFGS,444,-2.19,1.0
16,4,4,False,1110010011111110,36.748123,3,3.83,3.83,432,BFGS,444,-2.19,2.748858447488584
16,4,4,True,1101001001011010,1.832184,4,7.6,7.6,21,BFGS,444,-2.19,4.470319634703196
16,4,4,True,1111010110010101,2.28442,5,8.46,8.46,26,BFGS,444,-2.19,4.863013698630137
16,4,4,True,0000000000000000,0.514071,1,0.0,0.0,6,L-BFGS-B,444,-2.19,1.0
16,4,4,True,0000000000000000,0.936223,2,0.0,0.0,11,L-BFGS-B,444,-2.19,1.0
16,4,4,False,1110111111111111,28.919095,3,1.39,1.39,336,L-BFGS-B,444,-2.19,1.634703196347032
16,4,4,True,0111000110000011,48.562206,4,5.47,6.13,567,L-BFGS-B,444,-2.19,3.4977168949771693
16,4,4,True,1100000011110010,2.284861,5,2.9,2.9,26,L-BFGS-B,444,-2.19,2.324200913242009
16,4,4,True,1111111111111111,0.514646,1,0.0,0.0,6,SLSQP,444,-2.19,1.0
16,4,4,True,1111111111111111,0.936012,2,0.0,0.0,11,SLSQP,444,-2.19,1.0
16,4,4,True,0000111111110000,1.383327,3,0.22,0.22,16,SLSQP,444,-2.19,1.1004566210045663
16,4,4,True,1111010011110100,8.176593,4,4.42,4.42,94,SLSQP,444,-2.19,3.018264840182648
16,4,4,True,0111111011000000,11.539598,5,1.1,1.1,134,SLSQP,444,-2.19,1.5022831050228311
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,4.847514,1,0.0,0.0,46,COBYLA,444,-8.69,1.0
64,8,8,True,1111101111111111111101111111111100000000000000000000000000000000,14.101871,2,0.47,0.47,135,COBYLA,444,-8.69,1.0540851553509782
64,8,8,True,1111111111111111111101111111111100000000000000001111101111111111,18.31523,3,4.11,4.11,173,COBYLA,444,-8.69,1.472957422324511
64,8,8,True,1110001100000001000000000100011000101100111001001110101111111111,34.636601,4,11.66,11.66,328,COBYLA,444,-8.69,2.3417721518987347
64,8,8,True,0000000000000000000000000000000011110111111111111111111111111111,35.515584,5,-1.04,-1.04,337,COBYLA,444,-8.69,0.8803222094361335
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.382804,1,0.0,0.0,22,Powell,444,-8.69,1.0
64,8,8,True,0000000000000000000000000000000011111111111111111111111111111111,39.588998,2,-0.34,-0.34,380,Powell,444,-8.69,0.9608745684695051
64,8,8,True,1111000000000000000000000000000011110000000000000000000000000000,96.440578,3,0.29,0.29,940,Powell,444,-8.69,1.0333716915995397
64,8,8,True,1111111111111111110010111111101100000000010010001011010000000101,243.688009,4,14.26,11.64,2308,Powell,444,-8.69,2.6409666283084006
64,8,8,True,1111100011001000110010000101001100000011111111001100101111000000,124.833537,5,16.55,15.01,1176,Powell,444,-8.69,2.9044879171461453
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,0.852612,1,0.0,0.0,8,CG,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.684085,2,0.0,0.0,15,CG,444,-8.69,1.0
64,8,8,False,1111111111111111000000000000001000000000000000001111100010111101,51.034789,3,13.14,100000.0,474,CG,444,-8.69,2.5120828538550057
64,8,8,False,0000110001100000011001000100000011110010110101001000100000001000,75.952026,4,18.31,100000.0,737,CG,444,-8.69,3.1070195627157653
64,8,8,False,1011010001010011101100110100101101101001001101000100101011011100,92.957796,5,26.03,25.63,869,CG,444,-8.69,3.995397008055236
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.820025,1,0.0,0.0,8,BFGS,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.633014,2,0.0,0.0,15,BFGS,444,-8.69,1.0
64,8,8,False,0000001000111001111111111101110011111111111101110000000000101011,40.875976,3,25.04,21.91,386,BFGS,444,-8.69,3.8814729574223246
64,8,8,False,0000001011111111011111111111111111111101111100110000000000000000,70.554667,4,11.44,100000.0,650,BFGS,444,-8.69,2.3164556962025316
64,8,8,True,0001000011011100011111011101000001100001001000001000001111111111,365.694059,5,17.75,100000.0,1260,BFGS,444,-8.69,3.042577675489068
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.897938,1,0.0,0.0,8,L-BFGS-B,444,-8.69,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,5.178344,2,0.0,0.0,15,L-BFGS-B,444,-8.69,1.0
64,8,8,True,0000000000000000110101011000000010101010010100001111111111010101,102.850569,3,17.89,19.74,308,L-BFGS-B,444,-8.69,3.0586881472957423
64,8,8,False,0100011101000000011011100010001000101110011011111011110011010101,209.039805,4,22.12,100000.0,609,L-BFGS-B,444,-8.69,3.545454545454546
64,8,8,True,0001101111111111111100011110000011000000000100110000111000001100,325.038886,5,15.61,18.77,972,L-BFGS-B,444,-8.69,2.7963176064441884
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.987948,1,0.0,0.0,8,SLSQP,444,-8.69,1.0
64,8,8,True,1100110001001100000000001101010000100100001000100000000000000000,35.143106,2,17.03,100000.0,101,SLSQP,444,-8.69,2.959723820483314
64,8,8,True,1111101111110010000001001111111100000010000000000000000000011101,28.804079,3,17.81,100000.0,86,SLSQP,444,-8.69,3.049482163406214
64,8,8,True,1110111111110111100001100000000010010011101010000111100010111110,188.350959,4,19.34,19.34,561,SLSQP,444,-8.69,3.225546605293441
64,8,8,True,0000110110001001000010001000101100001100110111100010001111001010,249.05333,5,22.37,22.37,734,SLSQP,444,-8.69,3.5742232451093217
4,2,2,True,1111,4.290119,1,0.0,0.0,19,COBYLA,555,-1.86,1.0
4,2,2,True,0000,8.849506,2,0.0,0.0,38,COBYLA,555,-1.86,1.0
4,2,2,True,0100,14.245868,3,-1.86,-1.86,57,COBYLA,555,-1.86,0.0
4,2,2,True,1011,18.539134,4,-1.86,-1.86,82,COBYLA,555,-1.86,0.0
4,2,2,True,1011,7.091772,5,-1.86,-1.86,107,COBYLA,555,-1.86,0.0
4,2,2,True,0000,2.260243,1,0.0,0.0,10,Powell,555,-1.86,1.0
4,2,2,True,1011,36.262547,2,-1.86,-1.86,160,Powell,555,-1.86,0.0
4,2,2,True,1011,86.475904,3,-1.86,-1.86,343,Powell,555,-1.86,0.0
4,2,2,True,0100,107.34235,4,-1.86,-1.86,472,Powell,555,-1.86,0.0
4,2,2,True,1011,155.282272,5,-1.86,-1.86,670,Powell,555,-1.86,0.0
4,2,2,True,1111,0.889582,1,0.0,0.0,4,CG,555,-1.86,1.0
4,2,2,True,0000,1.621893,2,0.0,0.0,7,CG,555,-1.86,1.0
4,2,2,True,0100,0.640532,3,-1.86,-1.86,10,CG,555,-1.86,0.0
4,2,2,True,1110,2.960848,4,0.04,0.04,13,CG,555,-1.86,1.021505376344086
4,2,2,True,1010,3.719642,5,-0.08,-0.08,16,CG,555,-1.86,0.9569892473118279
4,2,2,True,1111,0.935439,1,0.0,0.0,4,BFGS,555,-1.86,1.0
4,2,2,True,0000,0.481697,2,0.0,0.0,7,BFGS,555,-1.86,1.0
4,2,2,True,0100,0.642385,3,-1.86,-1.86,10,BFGS,555,-1.86,0.0
4,2,2,True,0100,0.845912,4,-1.86,-1.86,13,BFGS,555,-1.86,0.0
4,2,2,True,1110,1.062528,5,0.04,0.04,16,BFGS,555,-1.86,1.021505376344086
4,2,2,True,1111,1.017303,1,0.0,0.0,4,L-BFGS-B,555,-1.86,1.0
4,2,2,True,0101,1.577606,2,-0.08,-0.08,7,L-BFGS-B,555,-1.86,0.9569892473118279
4,2,2,True,0100,0.665196,3,-1.86,-1.86,10,L-BFGS-B,555,-1.86,0.0
4,2,2,True,1100,3.003722,4,0.12,0.12,13,L-BFGS-B,555,-1.86,1.064516129032258
4,2,2,True,0110,1.043235,5,0.04,0.04,16,L-BFGS-B,555,-1.86,1.021505376344086
4,2,2,True,1111,0.926213,1,0.0,0.0,4,SLSQP,555,-1.86,1.0
4,2,2,True,0001,0.471719,2,0.04,0.04,7,SLSQP,555,-1.86,1.021505376344086
4,2,2,True,0100,0.650882,3,-1.86,-1.86,10,SLSQP,555,-1.86,0.0
4,2,2,True,0111,3.018429,4,0.0,0.0,13,SLSQP,555,-1.86,1.0
4,2,2,True,0001,3.763658,5,0.04,0.04,16,SLSQP,555,-1.86,1.021505376344086
16,4,4,True,0000000000000000,2.629002,1,0.0,0.0,31,COBYLA,555,-2.56,1.0
16,4,4,True,0000000000000000,23.17339,2,0.0,0.0,61,COBYLA,555,-2.56,1.0
16,4,4,True,1011101111110111,13.318828,3,-1.88,-1.88,153,COBYLA,555,-2.56,0.26562500000000006
16,4,4,True,1011101111110111,12.201499,4,-1.88,-0.36,137,COBYLA,555,-2.56,0.26562500000000006
16,4,4,True,0010001000000000,14.226125,5,-1.98,-1.98,165,COBYLA,555,-2.56,0.22656250000000003
16,4,4,True,1111111111111111,15.505892,1,0.0,0.0,56,Powell,555,-2.56,1.0
16,4,4,True,1101010100111000,157.538112,2,0.33,0.33,575,Powell,555,-2.56,1.12890625
16,4,4,True,0011001100001000,107.166058,3,-2.16,-2.16,648,Powell,555,-2.56,0.15624999999999997
16,4,4,True,0011001100000000,167.25527,4,-1.81,-1.81,1021,Powell,555,-2.56,0.29296875
16,4,4,True,0100110111110111,379.863895,5,-2.14,-2.14,1407,Powell,555,-2.56,0.16406249999999997
16,4,4,True,0000000000000000,1.523019,1,0.0,0.0,6,CG,555,-2.56,1.0
16,4,4,True,1111111110000000,2.921314,2,1.51,1.51,11,CG,555,-2.56,1.58984375
16,4,4,True,0000111011110001,4.359439,3,4.86,4.86,16,CG,555,-2.56,2.8984375
16,4,4,True,1100101011001111,209.326765,4,1.03,1.03,777,CG,555,-2.56,1.40234375
16,4,4,False,1111011111000100,158.933735,5,3.38,3.38,584,CG,555,-2.56,2.3203124999999996
16,4,4,True,0000000000000000,0.504866,1,0.0,0.0,6,BFGS,555,-2.56,1.0
16,4,4,True,1111111111111111,2.901061,2,0.0,0.0,11,BFGS,555,-2.56,1.0
16,4,4,True,0011000100111110,4.300739,3,1.33,1.33,16,BFGS,555,-2.56,1.51953125
16,4,4,True,0000101001011111,5.632895,4,5.35,5.35,21,BFGS,555,-2.56,3.08984375
16,4,4,False,1001101110100011,188.511614,5,4.57,4.57,702,BFGS,555,-2.56,2.7851562500000004
16,4,4,True,0000000000000000,1.598272,1,0.0,0.0,6,L-BFGS-B,555,-2.56,1.0
16,4,4,True,0000000011111111,2.887485,2,1.54,1.54,11,L-BFGS-B,555,-2.56,1.6015624999999998
16,4,4,False,0101000100011001,90.116715,3,1.27,1.27,336,L-BFGS-B,555,-2.56,1.49609375
16,4,4,True,1111011101001011,5.618696,4,3.91,3.91,21,L-BFGS-B,555,-2.56,2.52734375
16,4,4,True,1110111111111111,160.771888,5,1.17,3.27,598,L-BFGS-B,555,-2.56,1.45703125
16,4,4,True,0000000000000000,5.749925,1,0.0,0.0,22,SLSQP,555,-2.56,1.0
16,4,4,True,0000000000000000,2.951861,2,0.0,0.0,11,SLSQP,555,-2.56,1.0
16,4,4,True,0000001001110000,11.234217,3,2.55,2.55,42,SLSQP,555,-2.56,1.9960937499999998
16,4,4,True,1001000011000110,5.627345,4,4.78,4.78,21,SLSQP,555,-2.56,2.8671875
16,4,4,True,0010100011100001,7.020659,5,4.28,4.28,26,SLSQP,555,-2.56,2.671875
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,12.528466,1,0.0,0.0,43,COBYLA,555,-7.03,1.0
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,29.096078,2,0.0,0.0,91,COBYLA,555,-7.03,1.0
64,8,8,True,0000000000000000000000000000000000000000000000000000000011101001,63.378694,3,0.07,0.07,203,COBYLA,555,-7.03,1.0099573257467995
64,8,8,True,1111101111001111111111110111011100111111110001111100000001111111,77.542509,4,9.38,9.38,240,COBYLA,555,-7.03,2.334281650071124
64,8,8,True,0110000100011001000111110011110000001110111001110001000101100101,90.647628,5,12.63,12.63,279,COBYLA,555,-7.03,2.7965860597439542
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,3.120672,1,0.0,0.0,22,Powell,555,-7.03,1.0
64,8,8,True,0000000000000000000000000000000000000000000000000000000000000000,56.071272,2,0.0,0.0,390,Powell,555,-7.03,1.0
64,8,8,True,0000000101111111000000000000000000000000000000000000000111111101,92.335349,3,2.98,2.98,654,Powell,555,-7.03,1.4238975817923185
64,8,8,True,1101111111111111111111110110010000000000000000000000000000000000,199.318291,4,6.6,6.6,1375,Powell,555,-7.03,1.9388335704125175
64,8,8,True,0011110000001100000011110000001100001111111111111111111100000011,861.709075,5,4.23,4.23,5910,Powell,555,-7.03,1.6017069701280229
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.10847,1,0.0,0.0,8,CG,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.106617,2,0.0,0.0,15,CG,555,-7.03,1.0
64,8,8,False,0000000000100000000111111111010111111111111111110100000000000110,297.419013,3,14.11,13.43,475,CG,555,-7.03,3.007112375533428
64,8,8,False,1111111011101001101000000100000000000000000000001110111101010110,79.50825,4,14.4,13.59,592,CG,555,-7.03,3.048364153627311
64,8,8,False,0001000100100000101111111011111100001100000111000001100101000100,136.266074,5,17.4,19.11,984,CG,555,-7.03,3.4751066856330013
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.077874,1,0.0,0.0,8,BFGS,555,-7.03,1.0
64,8,8,False,1111111111111111101101011000001000000000000010001111011111111101,46.616683,2,19.12,100000.0,357,BFGS,555,-7.03,3.7197724039829305
64,8,8,False,0000001111111100111111101111010011000011011111111100110000001011,270.578727,3,16.48,16.48,440,BFGS,555,-7.03,3.344238975817923
64,8,8,False,1110110100001111000111101110000111110011000000001100000100011110,110.22829,4,19.66,19.66,793,BFGS,555,-7.03,3.7965860597439547
64,8,8,False,0100001100011010011000101001101100101110011000110101001000100010,136.770631,5,26.47,24.06,948,BFGS,555,-7.03,4.76529160739687
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.08101,1,0.0,0.0,8,L-BFGS-B,555,-7.03,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.010068,2,0.0,0.0,15,L-BFGS-B,555,-7.03,1.0
64,8,8,True,0000011001111111000000000111111111111001100000101111101000000000,418.409526,3,23.8,23.8,682,L-BFGS-B,555,-7.03,4.385490753911807
64,8,8,True,0101111100000000001011101011111001111111000111010010111110111110,94.244378,4,15.23,14.93,667,L-BFGS-B,555,-7.03,3.1664295874822193
64,8,8,True,0011001001111110110011111011000000010001111011111100001100001100,98.076792,5,20.42,22.04,720,L-BFGS-B,555,-7.03,3.904694167852063
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.100208,1,0.0,0.0,8,SLSQP,555,-7.03,1.0
64,8,8,True,1110111111101010100000000000000000000000000000000000000000000000,5.743751,2,7.75,100000.0,40,SLSQP,555,-7.03,2.1024182076813656
64,8,8,True,0111000001110000100011111111001111111111101111111000111110000011,47.987094,3,12.95,100000.0,65,SLSQP,555,-7.03,2.8421052631578947
64,8,8,True,0000110011000000111011101101111000001110111111110000110011111111,241.958062,4,18.25,18.25,905,SLSQP,555,-7.03,3.59601706970128
64,8,8,True,0101101101101000011101111100110111111100111101100001110000010110,569.92203,5,21.53,21.53,1267,SLSQP,555,-7.03,4.062588904694168
