No. of Pixels,Height,Width,Optimization Success,Result,Execution Time,Layers,Min-Cut Cost,Optimization Cost,Iterations,Optimizer Method,Seed,Exact Min-Cut Value,Relative Error
16,4,4,True,1001011100110100,1.916782,4,6.86,6.86,21,L-BFGS-B,111,-1.54,5.454545454545455
16,4,4,False,0101000011101110,47.959546,5,3.66,6.13,546,L-BFGS-B,111,-1.54,3.376623376623377
16,4,4,False,0000000000000000,0.534635,1,0.0,0.0,6,SLSQP,111,-1.54,1.0
16,4,4,True,1111111111111111,2.710949,2,0.0,5.53,32,SLSQP,111,-1.54,1.0
16,4,4,True,1111000010100000,1.593622,3,3.65,3.65,16,SLSQP,111,-1.54,3.37012987012987
16,4,4,True,1101111011000010,4.51319,4,4.37,5.31,52,SLSQP,111,-1.54,3.8376623376623376
16,4,4,True,0100111100000110,2.354049,5,5.28,5.28,26,SLSQP,111,-1.54,4.428571428571429
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.553562,1,0.0,0.0,43,COBYLA,111,-12.73,1.0
64,8,8,True,0110111111110011111110111111111111111111111111111111111111111111,12.810953,2,4.63,100000.0,116,COBYLA,111,-12.73,1.3637077769049488
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,20.369277,3,0.0,0.0,184,COBYLA,111,-12.73,1.0
64,8,8,True,1001111100011001000000000111010000000000000000011000110010000000,28.148007,4,1.89,1.89,255,COBYLA,111,-12.73,1.1484681853888452
64,8,8,True,1101111011010000010000000001010001010010111111000001000011110000,40.916437,5,4.6,4.6,359,COBYLA,111,-12.73,1.3613511390416337
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.582109,1,0.0,0.0,22,Powell,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.699462,2,0.0,0.0,43,Powell,111,-12.73,1.0
64,8,8,True,0000000000000000111111111111111111001111111111110000000000000000,80.866354,3,1.54,1.54,683,Powell,111,-12.73,1.1209740769835035
64,8,8,True,1011110000100100000000000000000000000000000010000000000000000000,282.850959,4,5.06,2.9,2271,Powell,111,-12.73,1.3974862529457972
64,8,8,True,1111011111000000100110001100110111101101111111011111000000000000,1139.293511,5,-3.97,-3.97,3654,Powell,111,-12.73,0.6881382560879811
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.000577,1,0.0,0.0,8,CG,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.762927,2,0.0,0.0,15,CG,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.735734,3,0.0,0.0,22,CG,111,-12.73,1.0
64,8,8,False,0000010110001101011100001000000000000001000000000000000000010000,92.800149,4,12.69,11.41,823,CG,111,-12.73,1.9968578161822468
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,117.858341,5,19.27,17.75,1019,CG,111,-12.73,2.5137470542026707
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.050032,1,0.0,0.0,8,BFGS,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.201352,2,0.0,0.0,15,BFGS,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.740504,3,0.0,0.0,22,BFGS,111,-12.73,1.0
64,8,8,False,0000010110101101011100001000000000000001000000000000000000010000,147.544042,4,12.48,12.0,1003,BFGS,111,-12.73,1.9803613511390417
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,162.605254,5,19.27,18.41,1095,BFGS,111,-12.73,2.5137470542026707
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.077908,1,0.0,0.0,8,L-BFGS-B,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.001688,2,0.0,0.0,15,L-BFGS-B,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.672364,3,0.0,0.0,22,L-BFGS-B,111,-12.73,1.0
64,8,8,True,0100010111100101011100001100000000000001000000000000000000010000,60.393438,4,10.77,12.53,435,L-BFGS-B,111,-12.73,1.8460329929300863
64,8,8,False,0010001000000010001011000010000011111100011111110111111101101010,113.530437,5,20.5,100000.0,756,L-BFGS-B,111,-12.73,2.610369206598586
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.291066,1,0.0,0.0,8,SLSQP,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.314648,2,0.0,0.0,15,SLSQP,111,-12.73,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,3.063094,3,0.0,0.0,22,SLSQP,111,-12.73,1.0
64,8,8,True,0011000000100001101110101110111101000101000100001111111111111111,147.732655,4,11.95,11.95,1017,SLSQP,111,-12.73,1.93872741555381
64,8,8,True,1010100011101100001011000000101101001100010110001011111101110011,27.174834,5,19.92,100000.0,185,SLSQP,111,-12.73,2.564807541241163
4,2,2,True,0000,1.739829,1,0.0,0.0,19,COBYLA,222,-0.62,1.0
4,2,2,True,1101,4.555462,2,-0.62,-0.62,44,COBYLA,222,-0.62,0.0
4,2,2,True,1101,4.466321,3,-0.62,-0.62,62,COBYLA,222,-0.62,0.0
4,2,2,True,1101,7.886224,4,-0.62,-0.62,75,COBYLA,222,-0.62,0.0
4,2,2,True,1101,9.66696,5,-0.62,-0.62,96,COBYLA,222,-0.62,0.0
4,2,2,True,1111,1.578025,1,0.0,0.0,10,Powell,222,-0.62,1.0
4,2,2,True,0010,32.307988,2,-0.62,-0.62,280,Powell,222,-0.62,0.0
4,2,2,True,1101,42.825655,3,-0.62,-0.62,445,Powell,222,-0.62,0.0
4,2,2,True,0010,44.072281,4,-0.62,-0.62,433,Powell,222,-0.62,0.0
4,2,2,True,0010,51.492955,5,-0.62,-0.62,498,Powell,222,-0.62,0.0
4,2,2,True,0000,0.73305,1,0.0,0.0,4,CG,222,-0.62,1.0
4,2,2,True,0111,1.306333,2,-0.51,-0.51,7,CG,222,-0.62,0.17741935483870966
4,2,2,True,1101,0.644561,3,-0.62,-0.62,10,CG,222,-0.62,0.0
4,2,2,True,0010,0.816506,4,-0.62,-0.62,13,CG,222,-0.62,0.0
4,2,2,True,1000,3.106215,5,-0.51,-0.51,16,CG,222,-0.62,0.17741935483870966
4,2,2,True,0000,0.760689,1,0.0,0.0,4,BFGS,222,-0.62,1.0
4,2,2,True,1101,0.465474,2,-0.62,-0.62,7,BFGS,222,-0.62,0.0
4,2,2,True,1101,0.664037,3,-0.62,-0.62,10,BFGS,222,-0.62,0.0
4,2,2,True,0111,0.84937,4,-0.51,-0.51,13,BFGS,222,-0.62,0.17741935483870966
4,2,2,True,1000,2.671845,5,-0.51,-0.51,16,BFGS,222,-0.62,0.17741935483870966
4,2,2,True,0000,0.418014,1,0.0,0.0,4,L-BFGS-B,222,-0.62,1.0
4,2,2,True,0111,0.669773,2,-0.51,-0.51,7,L-BFGS-B,222,-0.62,0.17741935483870966
4,2,2,True,1101,0.642725,3,-0.62,-0.62,10,L-BFGS-B,222,-0.62,0.0
4,2,2,True,1100,1.34124,4,0.07,0.07,13,L-BFGS-B,222,-0.62,1.1129032258064515
4,2,2,True,1000,1.666069,5,-0.51,-0.51,16,L-BFGS-B,222,-0.62,0.17741935483870966
4,2,2,True,0000,0.403238,1,0.0,0.0,4,SLSQP,222,-0.62,1.0
4,2,2,True,0111,0.719574,2,-0.51,-0.51,7,SLSQP,222,-0.62,0.17741935483870966
4,2,2,True,1101,0.651081,3,-0.62,-0.62,10,SLSQP,222,-0.62,0.0
4,2,2,True,1100,1.348135,4,0.07,0.07,13,SLSQP,222,-0.62,1.1129032258064515
4,2,2,True,1000,1.576253,5,-0.51,-0.51,16,SLSQP,222,-0.62,0.17741935483870966
16,4,4,True,0000000010010000,4.780386,1,-1.77,100000.0,57,COBYLA,222,-3.97,0.5541561712846348
16,4,4,True,1111001000101011,6.837411,2,-2.62,-2.62,79,COBYLA,222,-3.97,0.34005037783375314
16,4,4,True,1111001111110110,22.655366,3,-2.26,-2.26,112,COBYLA,222,-3.97,0.43073047858942076
16,4,4,True,1111001100111000,11.57798,4,-1.93,-1.93,136,COBYLA,222,-3.97,0.5138539042821159
16,4,4,True,0000110001001001,16.308702,5,-3.11,-3.11,188,COBYLA,222,-3.97,0.2166246851385391
16,4,4,True,1111111111110111,8.112677,1,-1.25,0.0,97,Powell,222,-3.97,0.6851385390428212
16,4,4,True,0000001000101111,482.40967,2,-1.65,-1.65,670,Powell,222,-3.97,0.584382871536524
16,4,4,True,1111111111110110,393.966566,3,-1.97,-1.97,1462,Powell,222,-3.97,0.5037783375314862
16,4,4,True,1111001000001001,462.905124,4,-1.57,-1.57,1021,Powell,222,-3.97,0.6045340050377834
16,4,4,True,0000110001001001,112.808798,5,-3.11,-3.11,1286,Powell,222,-3.97,0.2166246851385391
16,4,4,False,0000000000000000,0.768015,1,0.0,0.0,6,CG,222,-3.97,1.0
16,4,4,False,1111111101101111,29.637256,2,-1.77,-0.37,341,CG,222,-3.97,0.5541561712846348
16,4,4,False,0000000110111100,40.308379,3,0.69,1.97,464,CG,222,-3.97,1.1738035264483626
16,4,4,False,0001111111110000,244.077803,4,0.77,0.77,567,CG,222,-3.97,1.1939546599496222
16,4,4,True,0000110110010010,7.059915,5,0.05,0.05,26,CG,222,-3.97,1.0125944584382873
16,4,4,False,0000000000000000,0.652354,1,0.0,0.0,6,BFGS,222,-3.97,1.0
16,4,4,False,0000000000000000,19.615804,2,0.0,3.11,231,BFGS,222,-3.97,1.0
16,4,4,True,0111110000001111,1.410871,3,0.92,0.92,16,BFGS,222,-3.97,1.2317380352644838
16,4,4,True,0110111111110000,1.833451,4,0.91,0.91,21,BFGS,222,-3.97,1.229219143576826
16,4,4,True,0011000010010001,2.252238,5,1.52,1.52,26,BFGS,222,-3.97,1.3828715365239295
16,4,4,False,0000000000010000,10.559805,1,-0.58,0.0,126,L-BFGS-B,222,-3.97,0.853904282115869
16,4,4,True,0000000000000000,0.895465,2,0.0,0.0,11,L-BFGS-B,222,-3.97,1.0
16,4,4,True,1111011111110111,1.441682,3,-1.13,-1.13,16,L-BFGS-B,222,-3.97,0.7153652392947104
16,4,4,True,0110111111110000,9.539641,4,0.91,0.91,21,L-BFGS-B,222,-3.97,1.229219143576826
16,4,4,True,1100110011110111,2.237106,5,1.2,1.2,26,L-BFGS-B,222,-3.97,1.3022670025188916
16,4,4,False,0000000000000000,1.527741,1,0.0,0.0,6,SLSQP,222,-3.97,1.0
16,4,4,True,0000000000000000,7.886566,2,0.0,0.0,11,SLSQP,222,-3.97,1.0
16,4,4,True,1111011111110111,4.370023,3,-1.13,-1.13,16,SLSQP,222,-3.97,0.7153652392947104
16,4,4,True,1110010011100001,1.850817,4,1.47,1.47,21,SLSQP,222,-3.97,1.3702770780856424
16,4,4,True,1100110011110111,6.977276,5,1.2,1.2,26,SLSQP,222,-3.97,1.3022670025188916
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,5.682777,1,0.0,0.0,43,COBYLA,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,10.345648,2,0.0,0.0,85,COBYLA,222,-6.13,1.0
64,8,8,True,1111111011111111111111111111111111111111111111111111111111110111,24.223012,3,0.9,100000.0,159,COBYLA,222,-6.13,1.1468189233278956
64,8,8,True,0000000000000000000000000010000000000000000000000000000000000101,54.416229,4,2.81,2.81,257,COBYLA,222,-6.13,1.458401305057096
64,8,8,True,0000000000000000000100100000000001111110111111111111111111110010,60.951069,5,8.41,8.41,263,COBYLA,222,-6.13,2.3719412724306688
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,5.97282,1,0.0,0.0,22,Powell,222,-6.13,1.0
64,8,8,True,1111101111111111111101111111111111111111111111111111111111111111,7.636183,2,2.3,100000.0,51,Powell,222,-6.13,1.3752039151712887
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,158.971267,3,0.0,0.0,960,Powell,222,-6.13,1.0
64,8,8,True,1111111111111111111111111111111101111111111111111111111111011111,564.159627,4,1.17,0.72,2408,Powell,222,-6.13,1.1908646003262642
64,8,8,True,1111111111111111111111110000111100000010000000000010111111111111,529.331307,5,6.89,6.89,1209,Powell,222,-6.13,2.1239804241435563
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.148828,1,0.0,0.0,8,CG,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.220153,2,0.0,0.0,15,CG,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.979978,3,0.0,0.0,22,CG,222,-6.13,1.0
64,8,8,False,0000010110101101011100001000000000000001000000000000000000010000,180.154158,4,15.31,13.42,892,CG,222,-6.13,3.4975530179445355
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,170.525717,5,17.4,16.74,983,CG,222,-6.13,3.8384991843393146
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.246973,1,0.0,0.0,8,BFGS,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.182538,2,0.0,0.0,15,BFGS,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,3.321743,3,0.0,0.0,22,BFGS,222,-6.13,1.0
64,8,8,False,0000010110101101011100001100000000000001000000000000000000010000,141.153118,4,15.21,15.07,648,BFGS,222,-6.13,3.4812398042414356
64,8,8,False,0010001000000010001011100010000011111110011111110111111101101010,166.205945,5,16.35,16.74,984,BFGS,222,-6.13,3.66721044045677
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.543877,1,0.0,0.0,8,L-BFGS-B,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.013028,2,0.0,0.0,15,L-BFGS-B,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.968526,3,0.0,0.0,22,L-BFGS-B,222,-6.13,1.0
64,8,8,True,0010010111111101011100001100000000000001000000000000000000010000,122.74021,4,13.19,15.71,638,L-BFGS-B,222,-6.13,3.1517128874388254
64,8,8,True,0010001000000010001011000010000011111110011111110111111101101010,204.118214,5,16.74,17.4,1044,L-BFGS-B,222,-6.13,3.730831973898858
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.292735,1,0.0,0.0,8,SLSQP,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.210474,2,0.0,0.0,15,SLSQP,222,-6.13,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,3.272678,3,0.0,0.0,22,SLSQP,222,-6.13,1.0
64,8,8,True,1110100100000001000111011000111111111111111111101111011011101111,20.027445,4,14.8,100000.0,118,SLSQP,222,-6.13,3.4143556280587277
64,8,8,True,0011110100000000000000000000000010000000111100101111111110011110,355.845945,5,3.81,3.81,817,SLSQP,222,-6.13,1.6215334420880914
4,2,2,True,0000,1.430176,1,0.0,0.0,19,COBYLA,333,-1.16,1.0
4,2,2,True,1100,3.180192,2,-1.16,-1.16,46,COBYLA,333,-1.16,0.0
4,2,2,True,1100,4.347735,3,-1.16,-1.16,60,COBYLA,333,-1.16,0.0
4,2,2,True,1100,5.294605,4,-1.16,-1.16,77,COBYLA,333,-1.16,0.0
4,2,2,True,0011,7.036342,5,-1.16,-1.16,96,COBYLA,333,-1.16,0.0
4,2,2,True,1111,0.63486,1,0.0,0.0,10,Powell,333,-1.16,1.0
4,2,2,True,1100,12.387237,2,-1.16,-1.16,182,Powell,333,-1.16,0.0
4,2,2,True,1100,34.418735,3,-1.16,-1.16,494,Powell,333,-1.16,0.0
4,2,2,True,0011,13.104824,4,-1.16,-1.16,187,Powell,333,-1.16,0.0
4,2,2,True,0011,38.88699,5,-1.16,-1.16,555,Powell,333,-1.16,0.0
4,2,2,True,0000,0.247794,1,0.0,0.0,4,CG,333,-1.16,1.0
4,2,2,False,1101,13.232411,2,-0.66,-0.66,203,CG,333,-1.16,0.4310344827586206
4,2,2,True,0011,0.664567,3,-1.16,-1.16,10,CG,333,-1.16,0.0
4,2,2,True,1100,0.891035,4,-1.16,-1.16,13,CG,333,-1.16,0.0
4,2,2,True,1000,1.116699,5,-0.05,-0.05,16,CG,333,-1.16,0.9568965517241379
4,2,2,True,0000,0.272299,1,0.0,0.0,4,BFGS,333,-1.16,1.0
4,2,2,True,0111,0.469773,2,-0.05,-0.05,7,BFGS,333,-1.16,0.9568965517241379
4,2,2,True,0011,0.641418,3,-1.16,-1.16,10,BFGS,333,-1.16,0.0
4,2,2,True,1100,0.915271,4,-1.16,-1.16,13,BFGS,333,-1.16,0.0
4,2,2,True,1000,1.217657,5,-0.05,-0.05,16,BFGS,333,-1.16,0.9568965517241379
4,2,2,True,0000,0.268121,1,0.0,0.0,4,L-BFGS-B,333,-1.16,1.0
4,2,2,False,1101,9.512365,2,-0.66,-0.66,147,L-BFGS-B,333,-1.16,0.4310344827586206
4,2,2,True,1011,0.951479,3,0.85,0.85,10,L-BFGS-B,333,-1.16,1.732758620689655
4,2,2,True,1100,0.913536,4,-1.16,-1.16,13,L-BFGS-B,333,-1.16,0.0
4,2,2,True,1000,1.100996,5,-0.05,-0.05,16,L-BFGS-B,333,-1.16,0.9568965517241379
4,2,2,True,0000,0.265445,1,0.0,0.0,4,SLSQP,333,-1.16,1.0
4,2,2,True,0111,0.483684,2,-0.05,-0.05,7,SLSQP,333,-1.16,0.9568965517241379
4,2,2,True,1011,1.833371,3,0.85,0.85,21,SLSQP,333,-1.16,1.732758620689655
4,2,2,True,1100,0.967122,4,-1.16,-1.16,13,SLSQP,333,-1.16,0.0
4,2,2,True,1100,1.066073,5,-1.16,-1.16,16,SLSQP,333,-1.16,0.0
16,4,4,True,1111111111111111,2.635787,1,0.0,0.0,31,COBYLA,333,-3.57,1.0
16,4,4,True,0000000000000000,5.482016,2,0.0,0.0,66,COBYLA,333,-3.57,1.0
16,4,4,True,1111000001000000,11.000359,3,-1.14,-1.14,130,COBYLA,333,-3.57,0.6806722689075629
16,4,4,True,1100000001110011,12.857117,4,0.42,0.42,149,COBYLA,333,-3.57,1.1176470588235294
16,4,4,True,1100000011000000,13.992033,5,-1.14,-1.14,161,COBYLA,333,-3.57,0.6806722689075629
16,4,4,True,0000000001000000,4.545375,1,-3.05,0.0,53,Powell,333,-3.57,0.14565826330532214
16,4,4,True,0000000001000000,42.778648,2,-3.05,-3.05,506,Powell,333,-3.57,0.14565826330532214
16,4,4,True,0100000001000000,436.88239,3,-3.57,-3.57,1609,Powell,333,-3.57,0.0
16,4,4,True,1011111110111111,111.722828,4,-3.57,2.54,1294,Powell,333,-3.57,0.0
16,4,4,True,1011111110111111,185.994795,5,-3.57,-3.57,2101,Powell,333,-3.57,0.0
16,4,4,False,0100000001000000,16.872805,1,-3.57,-0.64,197,CG,333,-3.57,0.0
16,4,4,True,0000000000000000,7.913628,2,0.0,0.0,11,CG,333,-3.57,1.0
16,4,4,True,0000111011100000,1.389262,3,4.51,4.51,16,CG,333,-3.57,2.2633053221288515
16,4,4,False,0011101110110001,49.504046,4,2.73,4.06,567,CG,333,-3.57,1.7647058823529411
16,4,4,True,1011001110111111,82.415139,5,0.76,3.38,936,CG,333,-3.57,1.2128851540616248
16,4,4,True,0000000000000000,0.503454,1,0.0,0.0,6,BFGS,333,-3.57,1.0
16,4,4,True,1111111111111111,0.946327,2,0.0,0.0,11,BFGS,333,-3.57,1.0
16,4,4,False,1010110011000001,28.835671,3,2.45,2.45,332,BFGS,333,-3.57,1.6862745098039216
16,4,4,False,0100101110111100,49.150249,4,3.73,4.32,558,BFGS,333,-3.57,2.044817927170868
16,4,4,False,0100000111111111,55.522742,5,2.11,7.72,636,BFGS,333,-3.57,1.5910364145658262
16,4,4,True,1111111111111111,0.515907,1,0.0,0.0,6,L-BFGS-B,333,-3.57,1.0
16,4,4,True,1111111111111111,8.149887,2,0.0,0.0,11,L-BFGS-B,333,-3.57,1.0
16,4,4,True,1100111110111100,32.142346,3,0.24,2.64,368,L-BFGS-B,333,-3.57,1.0672268907563025
16,4,4,True,0100101110111000,31.332575,4,4.32,4.32,357,L-BFGS-B,333,-3.57,2.2100840336134455
16,4,4,True,1110001110111000,55.096741,5,4.23,4.15,624,L-BFGS-B,333,-3.57,2.184873949579832
16,4,4,False,0000000000000000,0.510823,1,0.0,0.0,6,SLSQP,333,-3.57,1.0
16,4,4,True,0000000001000000,6.605671,2,-3.05,2.47,74,SLSQP,333,-3.57,0.14565826330532214
16,4,4,True,1111000010100000,1.401129,3,5.25,5.25,16,SLSQP,333,-3.57,2.4705882352941178
16,4,4,True,1011111100100000,1.893121,4,1.34,1.34,21,SLSQP,333,-3.57,1.3753501400560224
16,4,4,True,1100110110111111,25.238612,5,-0.1,3.36,278,SLSQP,333,-3.57,0.9719887955182073
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.618711,1,0.0,0.0,43,COBYLA,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,8.92891,2,0.0,0.0,85,COBYLA,333,-10.5,1.0
64,8,8,True,1111111111111111011111111111011111111111111111110101000000000000,100.287109,3,1.71,100000.0,182,COBYLA,333,-10.5,1.162857142857143
64,8,8,True,0000111100001111111100001101000000000000000000000000000000000000,27.986312,4,0.54,0.54,264,COBYLA,333,-10.5,1.0514285714285714
64,8,8,True,0000000001000000010000000110000011111111111110111111111110111111,64.713635,5,1.27,1.27,314,COBYLA,333,-10.5,1.120952380952381
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.440242,1,0.0,0.0,22,Powell,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.518729,2,0.0,0.0,43,Powell,333,-10.5,1.0
64,8,8,True,0000000000000000000000000000000000000000000010000000000000000000,694.260117,3,-0.68,100000.0,1224,Powell,333,-10.5,0.9352380952380953
64,8,8,True,0100000001010000001101001100010000100000000000000000000000000000,100.414695,4,5.89,-1.08,947,Powell,333,-10.5,1.560952380952381
64,8,8,True,1011111011111111111111111111101100000000000000000000000000000000,411.95474,5,5.0,3.42,1115,Powell,333,-10.5,1.4761904761904763
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.86809,1,0.0,0.0,8,CG,333,-10.5,1.0
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.918033,2,0.0,0.0,15,CG,333,-10.5,1.0
