No. of Pixels,Height,Width,Optimization Success,Result,Execution Time,Layers,Min-Cut Cost,Optimization Cost,Iterations,Optimizer Method
16,4,4,False,1111000010100000,12.546101,3,3.65,1.2565,268,BFGS
16,4,4,False,0100101110111100,17.378323,4,8.72,0.0159,369,BFGS
16,4,4,False,1110011110111010,21.424669,5,7.25,0.3198,454,BFGS
16,4,4,False,0000000000000000,0.275593,1,0.0,0.0,6,L-BFGS-B
16,4,4,False,1111111100000000,10.41162,2,1.67,100000.0,231,L-BFGS-B
16,4,4,True,1111000010100000,18.384666,3,3.65,1.5797,384,L-BFGS-B
16,4,4,True,0100101110111000,25.016412,4,7.01,0.516,525,L-BFGS-B
16,4,4,True,1110001110111010,31.261115,5,7.43,0.6593,650,L-BFGS-B
16,4,4,False,0000000000000000,0.27223,1,0.0,0.0,6,SLSQP
16,4,4,True,1011111111111000,13.168161,2,3.72,-8.4293,292,SLSQP
16,4,4,True,1000101011011111,15.77826,3,2.93,-8.5164,346,SLSQP
16,4,4,True,0000010011101100,15.504839,4,3.63,-3.5208,335,SLSQP
16,4,4,True,0110011010001110,20.915529,5,5.28,-5.1897,448,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.407342,1,0.0,0.0,43,COBYLA
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,8.634832,2,0.0,0.0,85,COBYLA
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,23.076884,3,0.0,-79.5349,222,COBYLA
64,8,8,True,1111111111111101111100001111000111100000000000100001111111111111,33.076612,4,3.51,100000.0,320,COBYLA
64,8,8,True,1001111100000111111111111111111111011111111010010000100011110000,35.083306,5,0.04,-36.78,339,COBYLA
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.581258,1,0.0,0.0,22,Powell
64,8,8,True,1111111111111111111111111111110101111111111110110000100011010111,5.54255,2,11.78,100000.0,50,Powell
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,143.63724,3,0.0,-80.8195,1277,Powell
64,8,8,True,1111111111111111111111111111101111111111111111111111111111111111,159.159766,4,-0.34,-74.1254,1442,Powell
64,8,8,True,1111111111011111111111111111111111001111111111111100111111111111,401.032728,5,-1.37,-70.4103,3608,Powell
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.800906,1,0.0,0.0,8,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.573245,2,0.0,0.0,15,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.294801,3,0.0,0.0,22,CG
64,8,8,False,0000010111101101011100001000000000000001000000000000000000010000,96.599912,4,12.0,9.302,939,CG
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,103.237074,5,19.27,-5.2137,982,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.841445,1,0.0,0.0,8,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.585024,2,0.0,0.0,15,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.298661,3,0.0,0.0,22,BFGS
64,8,8,False,0000010111101101011100001000000000000001000000000000000000010000,34.162911,4,12.0,10.2252,331,BFGS
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,119.58956,5,19.27,-5.9892,1132,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.444409,1,0.0,0.0,8,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.842852,2,0.0,0.0,15,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.239588,3,0.0,0.0,22,L-BFGS-B
64,8,8,False,0110010110101101011100001100000000000001000000000000000000010000,34.626863,4,14.23,9.0335,609,L-BFGS-B
64,8,8,False,0010001000000010001011000010100011111100011111110111111101101010,43.894794,5,19.84,-2.8862,756,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.440726,1,0.0,0.0,8,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.834827,2,0.0,0.0,15,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.237911,3,0.0,0.0,22,SLSQP
64,8,8,True,1000101010111111011110011111101111101111000110100001000011100110,125.50276,4,15.37,-17.3556,2198,SLSQP
64,8,8,True,1111011101010001110110000000010011111110000010001010101000000110,153.359882,5,16.88,0.5839,2621,SLSQP
