No. of Pixels,Height,Width,Optimization Success,Result,Execution Time,Layers,Min-Cut Cost,Optimization Cost,Iterations,Optimizer Method
16,4,4,False,0000000001010110,32.362351,3,4.16,4.77,380,CG
16,4,4,False,1000000010110001,46.363347,4,3.05,3.05,537,CG
16,4,4,False,0010101100010111,63.897061,5,4.9,4.9,714,CG
16,4,4,True,1111111111111111,0.497963,1,0.0,0.0,6,BFGS
16,4,4,False,1111111111111111,16.122109,2,0.0,0.0,188,BFGS
16,4,4,False,1110010011111110,36.748123,3,3.83,3.83,432,BFGS
16,4,4,True,1101001001011010,1.832184,4,7.6,7.6,21,BFGS
16,4,4,True,1111010110010101,2.28442,5,8.46,8.46,26,BFGS
16,4,4,True,0000000000000000,0.514071,1,0.0,0.0,6,L-BFGS-B
16,4,4,True,0000000000000000,0.936223,2,0.0,0.0,11,L-BFGS-B
16,4,4,False,1110111111111111,28.919095,3,1.39,1.39,336,L-BFGS-B
16,4,4,True,0111000110000011,48.562206,4,5.47,6.13,567,L-BFGS-B
16,4,4,True,1100000011110010,2.284861,5,2.9,2.9,26,L-BFGS-B
16,4,4,True,1111111111111111,0.514646,1,0.0,0.0,6,SLSQP
16,4,4,True,1111111111111111,0.936012,2,0.0,0.0,11,SLSQP
16,4,4,True,0000111111110000,1.383327,3,0.22,0.22,16,SLSQP
16,4,4,True,1111010011110100,8.176593,4,4.42,4.42,94,SLSQP
16,4,4,True,0111111011000000,11.539598,5,1.1,1.1,134,SLSQP
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,4.847514,1,0.0,0.0,46,COBYLA
64,8,8,True,1111101111111111111101111111111100000000000000000000000000000000,14.101871,2,0.47,0.47,135,COBYLA
64,8,8,True,1111111111111111111101111111111100000000000000001111101111111111,18.31523,3,4.11,4.11,173,COBYLA
64,8,8,True,1110001100000001000000000100011000101100111001001110101111111111,34.636601,4,11.66,11.66,328,COBYLA
64,8,8,True,0000000000000000000000000000000011110111111111111111111111111111,35.515584,5,-1.04,-1.04,337,COBYLA
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.382804,1,0.0,0.0,22,Powell
64,8,8,True,0000000000000000000000000000000011111111111111111111111111111111,39.588998,2,-0.34,-0.34,380,Powell
64,8,8,True,1111000000000000000000000000000011110000000000000000000000000000,96.440578,3,0.29,0.29,940,Powell
64,8,8,True,1111111111111111110010111111101100000000010010001011010000000101,243.688009,4,14.26,11.64,2308,Powell
64,8,8,True,1111100011001000110010000101001100000011111111001100101111000000,124.833537,5,16.55,15.01,1176,Powell
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,0.852612,1,0.0,0.0,8,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.684085,2,0.0,0.0,15,CG
64,8,8,False,1111111111111111000000000000001000000000000000001111100010111101,51.034789,3,13.14,100000.0,474,CG
64,8,8,False,0000110001100000011001000100000011110010110101001000100000001000,75.952026,4,18.31,100000.0,737,CG
64,8,8,False,1011010001010011101100110100101101101001001101000100101011011100,92.957796,5,26.03,25.63,869,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,0.820025,1,0.0,0.0,8,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.633014,2,0.0,0.0,15,BFGS
64,8,8,False,0000001000111001111111111101110011111111111101110000000000101011,40.875976,3,25.04,21.91,386,BFGS
64,8,8,False,0000001011111111011111111111111111111101111100110000000000000000,70.554667,4,11.44,100000.0,650,BFGS
64,8,8,True,0001000011011100011111011101000001100001001000001000001111111111,365.694059,5,17.75,100000.0,1260,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.897938,1,0.0,0.0,8,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,5.178344,2,0.0,0.0,15,L-BFGS-B
64,8,8,True,0000000000000000110101011000000010101010010100001111111111010101,102.850569,3,17.89,19.74,308,L-BFGS-B
64,8,8,False,0100011101000000011011100010001000101110011011111011110011010101,209.039805,4,22.12,100000.0,609,L-BFGS-B
64,8,8,True,0001101111111111111100011110000011000000000100110000111000001100,325.038886,5,15.61,18.77,972,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.987948,1,0.0,0.0,8,SLSQP
64,8,8,True,1100110001001100000000001101010000100100001000100000000000000000,35.143106,2,17.03,100000.0,101,SLSQP
64,8,8,True,1111101111110010000001001111111100000010000000000000000000011101,28.804079,3,17.81,100000.0,86,SLSQP
64,8,8,True,1110111111110111100001100000000010010011101010000111100010111110,188.350959,4,19.34,19.34,561,SLSQP
64,8,8,True,0000110110001001000010001000101100001100110111100010001111001010,249.05333,5,22.37,22.37,734,SLSQP
